gemeente,gemeente_id,bureau_id,bureau_label,bureau_zip,total_counted,cast,votes_ongeldig,votes_blanco,50PLUS,VVD,Staatkundig Gereformeerde Partij (SGP),Water Natuurlijk,Gemeentebelangen Drenthe~Overijssel,ChristenUnie,AWP niet politiek wel deskundig,CDA,Ons Water,West-Brabant Waterbreed,Partij van de Arbeid (P.v.d.A.),Partij voor de Dieren,Waterbelang Venlo,Waterbelang Midden-Limburg,Waterbelang Heuvelland,Waterbelang Land van Weert + Leudal,Waterbelang Westelijke Mijnstreek,Waterbelang Venray en Maasduinen,Waterbelang Horst-Helden-Beesel,Waterbelang Parkstad,Lokaal Limburg,Waterbelang Maastricht,SGP-ChristenUnie,Ons-Platteland,ChristenUnie-SGP,Trots op Nederland (TROTS),Vrienden van de Berkel,Vereniging Dorpshuizen en Kleine Kernen,Betaalbaar Water,Lokaal Waterbeheer,Verenigde Senioren Partij,"Groen, Water & Land",Natuurlijk BBW,Ouderen Appèl - Hart voor Water,Waterschapspartij Zeeuws-Vlaanderen,Partij voor Zeeland,AWP Niet Politiek Wel Deskundig,"AWPenLRR niet politiek, wel lokaal",Waterschapspartij Hollandse Delta,Hollandse Delta Natuurlijk,OUDERENPARTIJ,,Waterschap@inwonersbelangen,"AWP niet politiek, wel deskundig",FNP,Lagere Lasten Burger,Werken aan Water,De Groenen,Socialistische Waterschapsvereniging,Forum Duurzaam Effectief Waterschap,De Republikeinse Politieke Partij,QUEER,Integer Liberaal,Partij Sociaal Cultureel Centrum (PSCC),Waterschapspartij PUUR.,"Water, Wonen en Natuur",ChristenUnie/SGP,Werk aan Water Flevoland,OPA
Hof van Twente,1735,1735::SB22,Stembureau Basisschool Erve Hooyerinck,7491 DP,950,1153,5,4,43,161,1,366,,29,94,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,5,,,,,,,,,,,,,,,,,
Hof van Twente,1735,1735::SB23,Stembureau Woonzorgcentrum De Wieken,7491 BD,588,1007,2,14,23,115,4,179,,14,63,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,,,,,,,,,,,,,,,,,
Hof van Twente,1735,1735::SB24,Stembureau Woonzorgcentrum Herfstzon,7471 RG,388,1148,1,14,42,69,5,98,,11,80,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3,,,,,,,,,,,,,,,,,
Hof van Twente,1735,1735::SB25,Stembureau Cultureel centrum Herberg de Pol,7478 AG,532,789,0,16,51,91,10,202,,9,60,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,,,,,,,,,,,,,,,,,
Hof van Twente,1735,1735::SB26,Stembureau RK Petrusschool,7496 AH,401,843,2,5,21,86,5,75,,5,27,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,,,
Hof van Twente,1735,1735::SB27,Stembureau IKC Magenta (voorheen: De Toonladder),7491 EA,640,1342,8,7,32,144,5,224,,16,65,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,,,,,,,,,,,,,,,,,
Oisterwijk,0824,0824::SB1,Stembureau Stembureau Het Raadhuis,5061 HX,832,1316,6,27,63,198,,319,,8,44,90,,,71,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,28,,,,,,,,,,,,
Oisterwijk,0824,0824::SB2,Stembureau Stembureau Zorgcentrum De Vloet,5061 GA,790,1344,1,17,47,158,,348,,9,30,113,,,54,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,17,,,,,,,,,,,,
Oisterwijk,0824,0824::SB3,Stembureau Stembureau Atelier De Krekul,5061 VT,640,1588,2,22,68,80,,272,,9,30,64,,,82,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,21,,,,,,,,,,,,
Oisterwijk,0824,0824::SB4,Stembureau Stembureau Basisschool De Tovervogel,5061 LA,979,1727,3,29,49,305,,352,,9,26,122,,,88,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,10,,,,,,,,,,,,
Oisterwijk,0824,0824::SB5,Stembureau Stembureau Kerkhovense Molen,5061 DR,660,1069,6,14,52,76,,297,,7,47,80,,,65,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,21,,,,,,,,,,,,
Oisterwijk,0824,0824::SB6,Stembureau Stembureau Brede school De Bunders,5062 LK,944,1381,4,15,38,313,,329,,8,27,130,,,65,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,21,,,,,,,,,,,,
Oisterwijk,0824,0824::SB7,Stembureau Stembureau Ontmoetingscentrum De Coppele,5061 AS,1001,2223,5,35,103,105,,430,,16,44,106,,,130,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,31,,,,,,,,,,,,
Oisterwijk,0824,0824::SB8,Stembureau Stembureau 2College Durendael,5061 EE,761,1880,3,24,34,183,,320,,8,30,89,,,56,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,21,,,,,,,,,,,,
Oisterwijk,0824,0824::SB9,Stembureau Stembureau Basisschool De Molenhoek,5063 EA,594,1663,1,8,42,146,,214,,9,24,75,,,47,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,24,,,,,,,,,,,,
Oisterwijk,0824,0824::SB10,Stembureau Stembureau Wijkcentrum Pannenschuur,5061 WB,916,1892,2,35,109,132,,368,,5,36,97,,,115,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,36,,,,,,,,,,,,
Oisterwijk,0824,0824::SB11,Stembureau Stembureau Cul. centr. Den Boogaard (1),5066 AR,857,1611,5,30,49,151,,244,,11,17,268,,,77,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,28,,,,,,,,,,,,
Oisterwijk,0824,0824::SB12,Stembureau Stembureau Cult. centr. Den Boogaard (2),5066 AR,942,1777,3,43,62,175,,274,,8,27,252,,,81,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,43,,,,,,,,,,,,
Oisterwijk,0824,0824::SB13,Stembureau Stembureau Park Stanislaus,5066 AA,770,1669,3,15,75,182,,222,,16,18,171,,,50,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,26,,,,,,,,,,,,
Mill en Sint Hubert,0815,0815::SB1,Stembureau Gemeentehuis,5451 BM,878,1590,7,24,86,113,,211,,,40,342,,,63,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,
Mill en Sint Hubert,0815,0815::SB2,"Stembureau Zorgcentrum Pantein, Aldenhorst",5451 PA,678,1534,1,14,45,86,,158,,,31,298,,,41,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
Mill en Sint Hubert,0815,0815::SB3,Stembureau Wijkaccommodatie De Wester,5451 XG,892,1871,3,18,105,101,,260,,,51,260,,,71,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,
Mill en Sint Hubert,0815,0815::SB4,Stembureau Gemeenschapshuis De Jachthoorn,5454 GH,659,1230,1,12,44,61,,177,,,33,297,,,34,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,
Mill en Sint Hubert,0815,0815::SB5,Stembureau Gemeenschapsaccommodatie De Wis,5453 JN,1048,1859,4,23,86,141,,310,,,45,354,,,83,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,,,,
Mill en Sint Hubert,0815,0815::SB6,Stembureau Gemeenschapshuis De Wilg,5455 GJ,453,868,0,8,25,29,,111,,,14,247,,,23,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,
Eindhoven,0772,0772::SB1,Stembureau 001 Stadskantoor,,445,1209,3,23,27,85,,141,,11,26,43,,,86,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,18,,,,,,,,,,,,
Eindhoven,0772,0772::SB2,Stembureau 002 Basisschool De Driestam,,364,1147,3,23,42,38,,124,,6,16,36,,,65,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,17,,,,,,,,,,,,
Eindhoven,0772,0772::SB3,Stembureau 003 Basisschool Fellenoord,,553,1147,3,37,61,60,,174,,21,32,35,,,103,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,35,,,,,,,,,,,,
Eindhoven,0772,0772::SB4,Stembureau 004 Buurtinfowinkel Woensel-West,,741,1693,14,38,46,80,,299,,15,32,39,,,188,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,22,,,,,,,,,,,,
Eindhoven,0772,0772::SB5,Stembureau 005 zorgcentrum De Horst,,469,1484,0,23,60,46,,135,,21,25,64,,,74,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,23,,,,,,,,,,,,
Eindhoven,0772,0772::SB6,Stembureau 006 Basisschool Atalanta,,593,3177,3,30,88,63,,168,,11,28,43,,,134,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,35,,,,,,,,,,,,
Eindhoven,0772,0772::SB7,Stembureau 007 B&O gebouw,,598,2264,3,33,80,50,,186,,20,17,44,,,133,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,38,,,,,,,,,,,,
Eindhoven,0772,0772::SB8,Stembureau 008 B&O gebouw,,752,1680,1,19,82,89,,230,,57,32,75,,,125,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,38,,,,,,,,,,,,
Eindhoven,0772,0772::SB9,Stembureau 009 Ontmoetingsruimte Pieter Eiffhuis,,623,2546,4,20,132,68,,156,,19,31,91,,,65,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,29,,,,,,,,,,,,
Eindhoven,0772,0772::SB10,Stembureau 010 Basisschool Gunterslaer,,884,1368,8,36,91,128,,273,,22,54,107,,,125,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,44,,,,,,,,,,,,
Eindhoven,0772,0772::SB11,Stembureau 011 VTA De Mortel,,814,3096,2,29,166,93,,230,,25,43,78,,,90,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,52,,,,,,,,,,,,
Eindhoven,0772,0772::SB12,Stembureau 012 Gymzaal Bordeauxlaan,,544,2662,3,11,66,34,,195,,23,26,54,,,83,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,28,,,,,,,,,,,,
Eindhoven,0772,0772::SB13,Stembureau 013 Service/verzorgingscentrum Antonius,,918,3039,3,19,99,172,,243,,33,37,175,,,89,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,38,,,,,,,,,,,,
Eindhoven,0772,0772::SB14,Stembureau 014 Archipel Eerdbrand,,687,2872,3,23,108,64,,199,,23,21,72,,,118,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,40,,,,,,,,,,,,
Eindhoven,0772,0772::SB15,Stembureau 015 Basisschool de Schelp,,617,1414,5,16,114,41,,168,,23,30,47,,,104,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,37,,,,,,,,,,,,
Eindhoven,0772,0772::SB16,Stembureau 016 Wijkcentrum 't Trefpunt,,887,1573,8,35,165,90,,227,,40,28,99,,,135,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,46,,,,,,,,,,,,
Eindhoven,0772,0772::SB17,Stembureau 017 Wijkcentrum 't Trefpunt,,816,2247,5,24,147,72,,223,,23,36,87,,,126,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,44,,,,,,,,,,,,
Eindhoven,0772,0772::SB18,Stembureau 018 Basisschool Cornelis Jetses,,435,2526,4,23,63,43,,113,,4,28,54,,,93,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,11,,,,,,,,,,,,
Eindhoven,0772,0772::SB19,Stembureau 019 Jurriaan Pels wooncentrum,,569,1294,8,21,112,43,,146,,15,30,74,,,88,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,30,,,,,,,,,,,,
Eindhoven,0772,0772::SB20,Stembureau 020 Basisschool de Korenaar,,500,2840,4,27,68,33,,141,,25,23,36,,,120,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,30,,,,,,,,,,,,
Eindhoven,0772,0772::SB21,Stembureau 021 Vitalis Brunswijck,,630,2991,4,31,107,55,,187,,12,24,75,,,108,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,28,,,,,,,,,,,,
Eindhoven,0772,0772::SB22,Stembureau 022 Archipel Landrijt,,493,2649,1,18,80,49,,171,,14,14,50,,,66,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,23,,,,,,,,,,,,
Eindhoven,0772,0772::SB23,Stembureau 023 service verzorgingscentrum Peppelrode,,871,1663,4,48,107,131,,263,,23,23,123,,,124,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,43,,,,,,,,,,,,
Eindhoven,0772,0772::SB24,Stembureau 024 Summa College Sterrenlaan,,502,2001,4,17,40,73,,168,,20,21,61,,,74,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,18,,,,,,,,,,,,
Eindhoven,0772,0772::SB25,Stembureau 025 Sporthal Eckart,,719,3944,4,24,92,100,,207,,29,24,90,,,104,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,,,44,,,,,,,,,,,,
Eindhoven,0772,0772::SB26,Stembureau 026 Ontmoetingscentrum de Cabine,,574,3212,4,20,102,47,,168,,24,26,54,,,84,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,33,,,,,,,,,,,,
Eindhoven,0772,0772::SB27,Stembureau 027 Basisschool Louis Buelens,,705,2670,1,28,94,93,,220,,13,32,90,,,103,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,28,,,,,,,,,,,,
Eindhoven,0772,0772::SB28,Stembureau 028 Archipel Dommelhoef,,929,1534,7,30,28,222,,336,,19,39,91,,,150,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,31,,,,,,,,,,,,
Eindhoven,0772,0772::SB29,Stembureau 029 gebouw Rode Kruis,,866,1631,1,53,68,126,,278,,17,51,61,,,183,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,38,,,,,,,,,,,,
Eindhoven,0772,0772::SB30,Stembureau 030 Basisschool De Driesprong,,484,3059,3,27,44,47,,175,,15,24,33,,,100,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,25,,,,,,,,,,,,
Eindhoven,0772,0772::SB31,Stembureau 031 Vitalis Berckelhof,,710,3561,6,39,92,62,,233,,18,30,51,,,148,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,34,,,,,,,,,,,,
Eindhoven,0772,0772::SB32,Stembureau 032 Activiteitencentrum Orka,,664,2703,3,35,86,43,,219,,24,47,35,,,138,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,32,,,,,,,,,,,,
Eindhoven,0772,0772::SB33,Stembureau 033 Spilcentrum de Boog,,667,2993,1,20,95,149,,183,,19,19,76,,,78,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,30,,,,,,,,,,,,
Eindhoven,0772,0772::SB34,Stembureau 034 Woonzorgcentrum Wilgenhof,,755,2771,3,30,45,88,,292,,13,38,75,,,135,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,46,,,,,,,,,,,,
Eindhoven,0772,0772::SB35,Stembureau 035 Basisschool De Wilakkers,,527,3037,1,28,22,68,,214,,3,24,43,,,114,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,24,,,,,,,,,,,,
Eindhoven,0772,0772::SB36,Stembureau 036 Basisschool Beppino Sarto,,676,2842,4,39,62,73,,224,,17,35,48,,,155,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,30,,,,,,,,,,,,
Eindhoven,0772,0772::SB37,Stembureau 037 Wijkcentrum 't Akkertje,,700,3712,1,27,84,63,,235,,12,25,55,,,128,,,,,,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,,,41,,,,,,,,,,,,
Eindhoven,0772,0772::SB38,Stembureau 038 Basisschool De Regenboog,,789,3192,8,53,63,103,,286,,20,41,81,,,120,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,47,,,,,,,,,,,,
Eindhoven,0772,0772::SB39,Stembureau 039 Basisschool De Talisman,,871,3195,2,58,43,134,,340,,14,35,63,,,188,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,17,,,,,,,,,,,,
Eindhoven,0772,0772::SB40,Stembureau 040 Vitalis Wissenhaege,,1046,1853,3,30,55,231,,348,,18,45,150,,,138,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,34,,,,,,,,,,,,
Eindhoven,0772,0772::SB41,Stembureau 041 Parktheater,,704,2814,5,29,21,174,,244,,15,38,79,,,99,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,17,,,,,,,,,,,,
Eindhoven,0772,0772::SB42,Stembureau 042 Recreatieruimte Hof van Eden,,963,1623,5,37,47,136,,365,,14,56,65,,,217,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,38,,,,,,,,,,,,
Eindhoven,0772,0772::SB43,Stembureau 043 Buurtcentrum de Rondweg,,694,1434,3,29,35,98,,227,,11,36,60,,,172,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,32,,,,,,,,,,,,
Eindhoven,0772,0772::SB44,Stembureau 044 Wijkcentrum de Dommel,,877,1299,4,44,95,81,,298,,27,50,71,,,163,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,42,,,,,,,,,,,,
Eindhoven,0772,0772::SB45,Stembureau 045 Wijkcentrum de Dommel,,334,2203,4,19,61,20,,95,,10,20,13,,,63,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,27,,,,,,,,,,,,
Eindhoven,0772,0772::SB46,Stembureau 046 Wijkgebouw 't Slot,,966,3311,4,38,125,112,,308,,32,59,97,,,139,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,36,,,,,,,,,,,,
Eindhoven,0772,0772::SB47,Stembureau 047 Basisschool de Hobbitstee,,569,2586,1,16,65,63,,181,,21,27,63,,,91,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,25,,,,,,,,,,,,
Eindhoven,0772,0772::SB48,Stembureau 048 Basisschool Karel de Grote,,653,1635,4,39,73,51,,188,,24,36,38,,,154,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,41,,,,,,,,,,,,
Eindhoven,0772,0772::SB49,Stembureau 049 Vitalis Engelsbergen,,588,1326,7,24,64,58,,182,,12,29,67,,,112,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,28,,,,,,,,,,,,
Eindhoven,0772,0772::SB50,Stembureau 050 Vitalis Vonderhof,,441,2217,1,19,46,61,,157,,6,17,31,,,94,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,17,,,,,,,,,,,,
Eindhoven,0772,0772::SB51,Stembureau 051 Summa College Welzijn,,584,2481,3,31,27,90,,231,,6,37,33,,,122,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,25,,,,,,,,,,,,
Eindhoven,0772,0772::SB52,Stembureau 052 Basisschool Trudo,,769,2734,2,47,79,101,,273,,15,30,56,,,143,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,36,,,,,,,,,,,,
Eindhoven,0772,0772::SB53,Stembureau 053 Gemeenschapshuis de Lievendaal,,363,1399,18,3,51,28,,107,,13,19,28,,,59,,,,,,,,,,,,,,,,,,,,,,,38,,,,,,,,,,,,,20,,,,,,,,,,,,
Eindhoven,0772,0772::SB54,Stembureau 054 Sociëteit Het Struikske,,819,1868,1,33,82,98,,252,,21,39,70,,,171,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,40,,,,,,,,,,,,
Eindhoven,0772,0772::SB55,Stembureau 055 Basisschool De Spaaihoeve,,364,2076,0,6,51,60,,106,,9,9,42,,,57,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,16,,,,,,,,,,,,
Eindhoven,0772,0772::SB56,Stembureau 056 Basisschool De Boschuil,,601,2763,3,21,69,142,,141,,13,26,99,,,73,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,18,,,,,,,,,,,,
Eindhoven,0772,0772::SB57,Stembureau 057 Basisschool de Vuurvlinder,,599,1651,1,19,74,143,,154,,8,23,66,,,75,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,29,,,,,,,,,,,,
Eindhoven,0772,0772::SB58,Stembureau 058 Basisschool de Vuurvlinder,,480,2404,1,11,39,106,,132,,17,19,51,,,65,,,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,29,,,,,,,,,,,,
Eindhoven,0772,0772::SB59,Stembureau 059 Gymzaal Basisschool De reis van Brandaan,,907,1542,3,24,52,162,,306,,34,58,99,,,133,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,27,,,,,,,,,,,,
Eindhoven,0772,0772::SB60,Stembureau 060 Woonzorgcentrum Gagelbosch,,625,1153,0,50,122,45,,162,,17,28,87,,,69,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,39,,,,,,,,,,,,
Eindhoven,0772,0772::SB61,Stembureau 061 Gymzaal 't Slingertouw,,801,1471,5,24,61,178,,238,,27,43,62,,,125,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,46,,,,,,,,,,,,
Eindhoven,0772,0772::SB62,Stembureau 062 De Hangar,,937,2557,9,26,73,170,,315,,24,40,94,,,147,,,,,,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,,,30,,,,,,,,,,,,
Eindhoven,0772,0772::SB63,Stembureau 063 Kantine Sportpark,,660,2944,3,19,47,171,,193,,21,29,68,,,77,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,28,,,,,,,,,,,,
Eindhoven,0772,0772::SB64,Stembureau 064 Station NS centrumzijde,,989,0,5,84,40,162,,387,,23,44,71,,,203,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,39,,,,,,,,,,,,
Eindhoven,0772,0772::SB65,Stembureau 065 Nat Lab,,917,2352,0,74,61,110,,365,,23,41,67,,,176,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,44,,,,,,,,,,,,
Eindhoven,0772,0772::SB66,Stembureau 066 B&O gebouw,,444,806,3,23,53,57,,136,,10,14,35,,,94,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,31,,,,,,,,,,,,
Eindhoven,0772,0772::SB67,Stembureau 067 Sociëteit Het Struikske,,359,1291,3,15,63,31,,121,,10,13,15,,,64,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,12,,,,,,,,,,,,
Eindhoven,0772,0772::SB68,Stembureau 068 Stadskantoor,,440,0,4,40,29,113,,121,,6,28,34,,,81,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,15,,,,,,,,,,,,
Eindhoven,0772,0772::SB69,Stembureau 069 Basisschool De Driestam,,338,713,4,28,26,30,,134,,9,17,16,,,69,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,21,,,,,,,,,,,,
Eindhoven,0772,0772::SB70,Stembureau 070 Basisschool Fellenoord,,562,1102,3,39,64,52,,167,,15,26,35,,,135,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,44,,,,,,,,,,,,
Eindhoven,0772,0772::SB71,Stembureau 071 Popei,,544,1660,0,37,26,54,,218,,7,46,36,,,116,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,27,,,,,,,,,,,,
Eindhoven,0772,0772::SB72,Stembureau 072 Vitalis De Horst,,490,1377,1,29,72,45,,141,,13,28,82,,,80,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,11,,,,,,,,,,,,
Eindhoven,0772,0772::SB73,Stembureau 073 Basisschool Atalanta,,770,0,3,45,117,74,,213,,18,28,85,,,140,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,49,,,,,,,,,,,,
Eindhoven,0772,0772::SB74,Stembureau 074 Ontmoetingsruimte Pieter Eiffhuis,,493,0,0,31,77,62,,135,,18,20,68,,,69,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,20,,,,,,,,,,,,
Eindhoven,0772,0772::SB75,Stembureau 075 VTA De Mortel,,957,0,9,27,146,122,,265,,21,48,103,,,134,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,57,,,,,,,,,,,,
Eindhoven,0772,0772::SB76,Stembureau 076 Gymzaal Bordeauxlaan,,420,0,0,16,65,48,,100,,30,16,41,,,60,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,27,,,,,,,,,,,,
Eindhoven,0772,0772::SB77,Stembureau 077 Service/verzorgingscentrum Antonius,,796,0,0,31,64,177,,208,,29,33,156,,,65,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,34,,,,,,,,,,,,
Eindhoven,0772,0772::SB78,Stembureau 078 Archipel Den Eerdbrand/De Bevelanden,,605,0,3,18,82,79,,158,,18,20,82,,,96,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,33,,,,,,,,,,,,
Eindhoven,0772,0772::SB80,Stembureau 080 Basisschool Cornelis Jetses,,498,0,1,17,66,47,,147,,17,20,51,,,89,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,31,,,,,,,,,,,,
Eindhoven,0772,0772::SB81,Stembureau 081 Basisschool de Korenaar,,428,0,2,11,74,26,,125,,13,20,37,,,76,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,21,,,,,,,,,,,,
Eindhoven,0772,0772::SB82,Stembureau 082 Vitalis Brunswijck,,572,0,3,14,97,51,,153,,13,24,61,,,96,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,35,,,,,,,,,,,,
Eindhoven,0772,0772::SB83,Stembureau 083 Archipel Landrijt,,463,0,2,36,62,45,,156,,8,35,43,,,68,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,22,,,,,,,,,,,,
Eindhoven,0772,0772::SB84,Stembureau 084 Summa College,,451,0,5,12,41,46,,167,,21,16,56,,,67,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,22,,,,,,,,,,,,
Eindhoven,0772,0772::SB85,Stembureau 085 Sporthal Eckart,,706,0,17,0,100,80,,204,,37,26,79,,,113,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,37,,,,,,,,,,,,
Eindhoven,0772,0772::SB87,Stembureau 087 Ontmoetingscentrum de Cabine,,669,0,4,30,96,46,,209,,32,32,63,,,107,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,,,,53,,,,,,,,,,,,
Eindhoven,0772,0772::SB88,Stembureau 088 Basisschool Louis Buelens,,692,0,8,20,78,96,,206,,23,30,89,,,106,,,,,,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,,,32,,,,,,,,,,,,
Eindhoven,0772,0772::SB89,Stembureau 089 Basisschool De Driesprong,,507,0,3,27,64,52,,166,,7,31,37,,,103,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,17,,,,,,,,,,,,
